-{2020-06-01 08:55:52-04:00}-
1	200	300.79	18565	2	150	311	26525	
3	231	300.25	18796	1	300	316.7	26825	
1	230	299.43	19026	2	52	317	26877	
1	300	298.47	19326	1	250	322	27127	
3	2026	298	21352	0	0	0	0	
2	113	296	21465	0	0	0	0	
1	300	295.2	21765	0	0	0	0	
1	100	295	21865	0	0	0	0	
1	97	290.19	21962	0	0	0	0	
3	362	290	22324	0	0	0	0	
3	202	285	22526	0	0	0	0	
1	200	276.01	22726	0	0	0	0	
1	100	275	22826	0	0	0	0	
1	100	274	22926	0	0	0	0	
4	99	260	23025	0	0	0	0	
5	160	250	23185	0	0	0	0	
1	50	247.13	23235	0	0	0	0	
1	600	245.4	23835	0	0	0	0	
1	600	245.37	24435	0	0	0	0	
1	200	240.5	24635	0	0	0	0	
1	200	234	24835	0	0	0	0	
1	200	227.5	25035	0	0	0	0	
1	200	221.99	25235	0	0	0	0	
1	200	214.5	25435	0	0	0	0	
1	100	208.5	25535	0	0	0	0	
1	200	208	25735	0	0	0	0	
1	50	207.15	25785	0	0	0	0	
1	100	200	25885	0	0	0	0	
1	50	199	25935	0	0	0	0	
1	200	195	26135	0	0	0	0	
1	55	183.18	26190	0	0	0	0	
1	200	182	26390	0	0	0	0	
1	100	180	26490	0	0	0	0	
1	100	170	26590	0	0	0	0	
1	200	51.19	26790	0	0	0	0	
1	50	0.83	26840	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
-{2020-06-01 08:56:08-04:00}-
1	800	303.88	800	2	1500	303.93	1500	
2	600	303.87	1400	2	1300	303.94	2800	
3	1100	303.86	2500	1	800	303.95	3600	
1	500	303.85	3000	2	1000	303.96	4600	
1	500	303.84	3500	2	1000	303.98	5600	
1	500	303.82	4000	2	901	304.01	6501	
2	600	303.81	4600	1	100	304.02	6601	
2	600	303.8	5200	2	1000	304.03	7601	
1	500	303.79	5700	2	1000	304.06	8601	
1	500	303.77	6200	2	1000	304.08	9601	
1	500	303.76	6700	2	1000	304.11	10601	
2	501	303.75	7201	1	500	304.13	11101	
1	500	303.74	7701	1	500	304.16	11601	
1	500	303.72	8201	2	600	304.18	12201	
3	1505	303.7	9706	1	500	304.21	12701	
1	50	303.69	9756	2	200	304.3	12901	
1	500	303.67	10256	1	200	304.37	13101	
1	500	303.65	10756	1	70	304.45	13171	
2	599	303.62	11355	3	323	304.5	13494	
1	500	303.6	11855	1	100	304.59	13594	
1	100	303.57	11955	2	101	304.75	13695	
7	4017	303.5	15972	1	555	304.8	14250	
1	100	303.46	16072	1	200	304.81	14450	
1	277	303.41	16349	1	7500	304.85	21950	
1	333	303.4	16682	7	276	305	22226	
1	1000	303.2	17682	1	146	305.05	22372	
1	50	303.05	17732	1	50	305.46	22422	
5	122	303	17854	1	400	306.11	22822	
